912   J1627-4845    kmj+96     335.14 0.15   0.612330650088           9  kmj+96     3.641E-15           10  kmj+96     557.8          7  hfs+04     6.86   6.86     tc93       2.66e+06 *       *          *                               
913   J1627-5547    kbm+03     330.07 -4.76  0.35246421320            7  kbm+03     7.38E-16             2  kbm+03     166.2          9  kbm+03     5.66   5.66     tc93       7.57e+06 *       *          *                               
914   J1627-5936    kjv+10     327.34 -7.44  0.35423394051            6  bbb+12     0.008E-15            3  bbb+12     99.3           2  bbb+12     3.67   3.67     tc93       7.02e+08 *       *          *                               
915   J1628-3205    rap+12     347.42 11.51  0.00321                  0  rap+12     *                    0  *          42.1           0  rap+12     1.54   1.54     tc93       *        BT      rap+12     *                               

916   J1628-4804    mlc+01     335.77 0.46   0.86597096270           12  mlc+01     1.24E-15             4  mlc+01     952            3  mlc+01     11.21  11.21    tc93       1.1e+07  *       *          *                               
917   J1628-4828    kbm+03     335.49 0.18   4.1375385239            16  kbm+03     1.753E-14           18  kbm+03     1209          15  kbm+03     14.29  14.29    tc93       3.74e+06 *       *          *                               
918   J1629-3636    bbb+12     344.28 8.20   2.988192686              9  bbb+12     7.0E-15              1  bbb+12     101            1  bbb+12     3.74   3.74     tc93       6.76e+06 *       *          *                               
919   J1629-6902    eb01b      320.37 -13.93 0.0060006034432179      19  eb01b      1.00E-20             3  eb01b      29.490         3  eb01b      1.36   1.36     tc93       9.51e+09 *       *          *                               
920   J1630+37      rap+12     59.44  43.29  0.00332                  0  rap+12     *                    0  *          14.1           0  rap+12     0.85   0.85     tc93       *        BT      rap+12     *                               

921   J1630-4719    kbm+03     336.50 0.79   0.55907133302            4  kbm+03     1.4178E-14          19  kbm+03     489.6         16  kbm+03     6.70   6.70     tc93       6.25e+05 *       *          *                               
922   B1626-47      jlm+92     336.40 0.56   0.57597141155            2  jml+95     2.2287E-14           2  jml+95     498            5  jml+95     6.53   6.53     tc93       4.09e+05 *       *          *                               
923   J1631-1612    rsm+13     0.58   21.19  0.67768391249            4  rsm+13     1.096E-15            4  rsm+13     33.77          2  rsm+13     1.85   1.85     tc93       9.8e+06  *       *          *                               
924   J1631-4155    lfl+06     340.60 4.33   0.55124125377            4  lfl+06     8.8E-18             73  lfl+06     235            4  lfl+06     8.51   8.51     tc93       9.91e+08 *       *          *                               
925   J1632-1013    crh+06a    5.91   24.64  0.71763732795            2  crh+06a    0.066E-15            1  crh+06a    89.9           2  crh+06a    4.22   +4.22    tc93       1.72e+08 *       *          *                               

926   J1632-4509    hfs+04     338.34 2.00   1.0468098769             4  hfs+04     1.488E-14            9  hfs+04     412            4  hfs+04     9.13   9.13     tc93       1.11e+06 *       *          *                               
927   J1632-4621    mlc+01     337.53 1.10   1.70915449528            4  mlc+01     7.602E-14            3  mlc+01     562.9          8  mlc+01     8.42   8.42     tc93       3.56e+05 *       *          *                               
928   J1632-4757    hfs+04     336.30 0.08   0.228564097816          10  hfs+04     1.50749E-14         10  hfs+04     578            3  hfs+04     6.96   6.96     tc93       2.4e+05  *       *          *                               
929   J1632-4818    mlc+01     336.08 -0.21  0.81345283358            7  mlc+01     6.50425E-13          3  mlc+01     758            5  mlc+01     8.54   8.54     tc93       1.98e+04 *       *          *                               
930   J1633-2009    blr+13     357.63 18.33  0.93555704483            6  blr+13     1.070E-15            3  blr+13     48.19          6  blr+13     2.76   2.76     tc93       1.39e+07 *       *          *                               

931   B1630-44      jlm+92     338.73 1.98   0.436506697158           4  jml+95     6.2026E-15           2  jml+95     474.1          3  hfs+04     11.93  11.93    tc93       1.12e+06 *       *          *                               
932   J1633-4805    kbm+03     336.29 -0.11  0.71083007880           16  kbm+03     7.6893E-14          16  kbm+03     1120           9  kbm+03     11.90  11.90    tc93       1.46e+05 *       *          *                               
933   B1629-50      jlm+92     334.70 -1.57  0.352142380018           3  jml+95     3.7877E-15           2  jml+95     398.41         8  jml+95     7.02   7.02     tc93       1.47e+06 *       *          *                               
934   J1634-5107    lfl+06     334.17 -2.29  0.50735578252            6  lfl+06     1.573E-15            3  lfl+06     372.8         20  lfl+06     9.30   9.30     tc93       5.11e+06 *       *          *                               
935   J1634-5640    bbb+12     330.09 -6.07  0.22420119106            8  bbb+12     0.041E-15            2  bbb+12     148.0          1  bbb+12     5.71   5.71     tc93       8.66e+07 *       *          *                               

936   J1635-1511    jbo+09     2.06   21.08  1.17938703902            8  jbo+09     0.232E-15            4  jbo+09     54             8  jbo+09     4.89   +4.89    tc93       8.05e+07 *       *          *                               
937   B1633+24      skk+80     42.99  39.89  0.4905065128003         17  hlk+04     1.19317E-16         10  hlk+04     24.32          4  hlk+04     2.27   2.27     tc93       6.51e+07 *       *          *                               
938   J1635-26      bbb+12     353.05 14.08  0.5105                   0  bbb+12     *                    0  *          100            0  bbb+12     7.23   +7.23    tc93       *        *       *          *                               
939   J1635-4513    kbm+03     338.73 1.47   1.5947455499             8  kbm+03     3.6E-15              3  kbm+03     416            5  kbm+03     6.96   6.96     tc93       7.02e+06 *       *          *                               
940   J1635-4735    etm+09     336.98 -0.11  2.594578                 6  etm+09     *                    0  *          *              0  *          *      *        *          *        *       *          AXP,NRAD                        

941   J1635-4944    kbm+03     335.39 -1.57  0.67196419932            9  kbm+03     8.79E-15             3  kbm+03     474            6  kbm+03     8.85   8.85     tc93       1.21e+06 *       *          *                               
942   B1630-59      mlt+78     327.75 -8.31  0.52912125685           11  nmc81      1.368E-15            5  nmc81      134.9         13  nmc81      7.26   7.26     tc93       6.13e+06 *       *          *                               
943   J1636-4440    kel+09     339.18 1.80   0.20664850874            3  kel+09     46.715E-15           4  kel+09     449            1  kel+09     9.33   9.33     tc93       7.01e+04 *       *          *                               
944   J1636-4803    kbm+03     336.70 -0.51  1.2046438889             3  kbm+03     2.071E-14           15  kbm+03     503            7  kbm+03     6.53   6.53     tc93       9.22e+05 *       *          *                               
945   J1636-4933    kbm+03     335.64 -1.56  0.43036655800            4  kbm+03     1.506E-15           13  kbm+03     542.7         15  kbm+03     11.16  11.16    tc93       4.53e+06 *       *          *                               

946   J1637-4335    kbm+03     340.18 2.30   0.77136654042           18  kbm+03     3.62E-15             3  kbm+03     608            8  kbm+03     30.00  +30.00   tc93       3.38e+06 *       *          *                               
947   J1637-4450    lfl+06     339.25 1.48   0.252869846841          20  lfl+06     5.755E-16           20  lfl+06     470.7          8  lfl+06     8.20   8.20     tc93       6.96e+06 *       *          *                               
948   B1634-45      jlm+92     338.48 0.76   0.1187713928329          5  jml+95     3.18790E-15          5  jml+95     193.23         7  jml+95     3.83   3.83     tc93       5.9e+05  *       *          *                               
949   J1637-46      kek+13     338.19 0.59   0.493091                 2  kek+13     *                    0  *          660.4          0  kek+13     8.16   8.16     tc93       *        *       *          *                               
950   J1637-4642    kbm+03     337.79 0.31   0.154027427712          10  kbm+03     5.9204E-14           8  kbm+03     417.0         12  kbm+03     5.77   5.77     tc93       4.12e+04 *       *          *                               

951   J1637-4721    kbm+03     337.30 -0.12  1.16574138660           20  kbm+03     4.44E-15            13  kbm+03     448            7  kbm+03     5.94   5.94     tc93       4.16e+06 *       *          *                               
952   J1637-4816    kel+09     336.71 -0.83  0.8373653018             3  kel+09     5.834E-15           15  kel+09     738            2  kel+09     10.01  10.01    tc93       2.27e+06 *       *          *                               
953   J1638-3815    lfl+06     344.26 5.76   0.69826060054           20  lfl+06     7.7E-17              3  lfl+06     238.0         11  lfl+06     17.54  +17.54   tc93       1.44e+08 *       *          *                               
954   J1638-3951    eklk13     343.00 4.74   0.77113024025            8  eklk13     0.59E-15             4  eklk13     249            4  eklk13     10.96  10.96    tc93       2.07e+07 *       *          *                               
955   J1638-42      bbb+12     341.02 2.91   0.5109                   0  bbb+12     *                    0  *          410            0  bbb+12     15.99  15.99    tc93       *        *       *          *                               

956   J1638-4344    kbm+03     340.19 2.08   1.12194419355            7  kbm+03     2.5E-17             16  kbm+03     237            3  kbm+03     5.09   5.09     tc93       7.11e+08 *       *          *                               
957   J1638-4417    hfs+04     339.77 1.73   0.1178015507206          9  hfs+04     1.60526E-15         12  hfs+04     436.0          7  hfs+04     8.46   8.46     tc93       1.16e+06 *       *          *                               
958   J1638-4608    kbm+03     338.34 0.54   0.278137287280           6  kbm+03     5.15041E-14          9  kbm+03     424.3          8  kbm+03     5.85   5.85     tc93       8.56e+04 *       *          *                               
959   J1638-4725    lfl+06     337.36 -0.30  0.7639335                3  lfl+06     4.8E-15              9  lfl+06     552.1         14  lfl+06     6.87   6.87     tc93       2.53e+06 MSS     lfl+06     *                               
960   J1638-5226    kbm+03     333.70 -3.74  0.340502709437           6  kbm+03     2.650E-15            4  kbm+03     170.1         15  kbm+03     4.88   4.88     tc93       2.04e+06 *       *          *                               

961   J1639-4359    kbm+03     340.02 1.87   0.58755897769            4  kbm+03     1.5E-17             15  kbm+03     258.9         16  kbm+03     5.23   5.23     tc93       6.21e+08 *       *          *                               
962   B1635-45      jlm+92     338.50 0.46   0.529115851204           8  bbb+12     5.7758E-15           4  jml+95     258.91         4  hfs+04     4.64   4.64     tc93       1.45e+06 *       *          *                               
963   J1640+2224    wol95      41.05  38.27  0.00316331581791380      2  llww05     0.28276E-20          9  llww05     18.4260        8  llww05     1.19   1.19     tc93       1.77e+10 DD      llww05     *                               
964   J1640-4648    kbm+03     338.11 -0.22  0.178352043293          13  kbm+03     8.061E-16           13  kbm+03     474            3  kbm+03     6.10   6.10     tc93       3.51e+06 *       *          *                               
965   B1636-47      jlm+92     337.71 -0.44  0.51740483467            2  jml+95     4.20266E-14          8  jml+95     591.7          8  hfs+04     7.25   7.25     tc93       1.95e+05 *       *          *                               

966   J1640-4951    kbm+03     335.83 -2.22  0.73909894649            3  kbm+03     3.34E-16             5  kbm+03     411.4         19  kbm+03     10.66  10.66    tc93       3.51e+07 *       *          *                               
967   J1641-2347    ebvb01     355.83 14.71  1.091008429855          16  ebvb01     4.11E-17            15  ebvb01     27.7           3  ebvb01     1.33   1.33     tc93       4.21e+08 *       *          *                               
968   B1639+36A     kapw91     59.00  40.91  0.0103775094520          6  kapw91     *                    0  *          30.36          4  kapw91     7.50   +2.69    tc93       *        *       *          *                               
969   B1639+36B     and92      59.01  40.91  0.003528072              5  and92      *                    0  *          29.5          15  and92      7.50   +2.69    tc93       *        BT      and92      *                               
970   J1641+3627C   hrs+07     59.01  40.91  0.003722                 1  hrs+07     *                    0  *          30.1           1  hrs+07     7.50   +2.69    tc93       *        *       *          *                               

971   J1641+3627D   hrs+07     59.01  40.91  0.003118                 1  hrs+07     *                    0  *          30.6           1  hrs+07     7.50   +2.69    tc93       *        BT      hrs+07     *                               
972   J1641+3627E   hrs+07     59.01  40.91  0.002487                 1  hrs+07     *                    0  *          30.3           1  hrs+07     7.50   +2.69    tc93       *        BT      hrs+07     *                               
973   J1643-1224    lnl+95     5.67   21.22  0.00462164151699818     15  vbc+09     1.84628E-20          5  vbc+09     62.4121        2  tsb+99     0.42   +4.86    tc93       3.97e+09 T2      vbc+09     *                               
974   J1643-4505    lfl+06     339.73 0.55   0.237383081875          17  lfl+06     3.1833E-14          10  lfl+06     484            3  lfl+06     6.30   6.30     tc93       1.18e+05 *       *          *                               
975   J1643-4522    kbm+03     339.49 0.41   1.34789947290           11  kbm+03     8.283E-15           11  kbm+03     482            4  kbm+03     6.19   6.19     tc93       2.58e+06 *       *          *                               

976   J1643-4550    kbm+03     339.12 0.10   0.717508089981          16  kbm+03     2.9974E-14           3  kbm+03     450.8         17  kbm+03     5.88   5.88     tc93       3.79e+05 *       *          *                               
977   J1644-44      kek+13     340.55 1.02   0.1739106                2  kek+13     *                    0  *          535.1          0  kek+13     7.65   7.65     tc93       *        *       *          *                               
978   B1641-45      kac+73     339.19 -0.19  0.455059775403          10  smd93      2.00902E-14          6  smd93      478.8          8  dmk+93     4.50   6.09     tc93       3.59e+05 *       *          *                               
979   J1644-46      kek+13     338.77 -0.39  0.2509406                1  kek+13     *                    0  *          405.8          0  kek+13     5.68   5.68     tc93       *        *       *          *                               
980   J1644-4657    eklk13     338.43 -0.81  0.12596223249            4  eklk13     0.75E-15             2  eklk13     718            6  eklk13     9.58   9.58     tc93       2.66e+06 *       *          *                               

981   B1642-03      ht69       14.11  26.06  0.387689698034           7  hlk+04     1.780431E-15        17  hlk+04     35.727         3  hlk+04     2.91   2.91     tc93       3.45e+06 *       *          *                               
982   J1645+1012    fcwa95     27.72  32.55  0.410860719379           1  fcwa95     8.13E-17             2  fcwa95     36.3           6  lwf+04     3.27   +3.27    tc93       8.01e+07 *       *          *                               
983   J1646-2142    rap+12     358.27 15.12  0.00585                  0  rap+12     *                    0  *          29.8           0  rap+12     1.41   1.41     tc93       *        BT      rap+12     *                               
984   J1646-4308    kbm+03     341.60 1.37   0.8406799814             3  kbm+03     1.1E-16              8  kbm+03     595           15  kbm+03     10.96  10.96    tc93       1.21e+08 *       *          *                               
985   B1643-43      jlm+92     341.11 0.97   0.23160332930            9  jml+95     1.12753E-13          4  jml+95     490.4          3  hfs+04     6.86   6.86     tc93       3.25e+04 *       *          *                               

986   J1646-5123    lfl+06     335.28 -3.93  0.530075207410          20  lfl+06     2.099E-15           12  lfl+06     279            3  lfl+06     10.92  10.92    tc93       4e+06    *       *          *                               
987   B1641-68      mlt+78     321.84 -14.83 1.7856112396             6  nmc81      1.70E-15             3  nmc81      43             2  nmc81      1.80   1.80     tc93       1.66e+07 *       *          *                               
988   J1647-3607    bb10       347.08 5.77   0.21231640921            5  bbb+12     0.129E-15            2  bbb+12     224            1  bbb+12     12.90  12.90    tc93       2.61e+07 *       *          RRAT                            
989   J1647-4552    mcc+06     339.55 -0.43  10.61065628             13  wkg+11     8.3E-13              3  wkg+11     *              0  *          *      *        *          2.02e+05 *       *          AXP,NRAD                        
990   J1648-3256    mld+96     349.59 7.75   0.719454779443           2  dsb+98     3.53059E-15         10  dsb+98     128.278        6  dsb+98     5.30   5.30     tc93       3.23e+06 *       *          *                               

991   J1648-4458    kbm+03     340.35 0.01   0.62963153567            8  kbm+03     1.854E-15            8  kbm+03     925            6  kbm+03     9.89   9.89     tc93       5.38e+06 *       *          *                               
992   J1648-4611    kbm+03     339.44 -0.79  0.164949668359           9  kbm+03     2.37456E-14         11  kbm+03     392.9         17  kbm+03     5.71   5.71     tc93       1.1e+05  *       *          *                               
993   J1648-6044    kjv+10     328.22 -10.14 0.58376499689            5  bbb+12     0.429E-15            3  bbb+12     106.2          1  bbb+12     5.66   5.66     tc93       2.16e+07 *       *          *                               
994   J1649+2533    fcwa95     45.65  37.11  1.0152573918             5  lwf+04     0.5594E-15           2  lwf+04     35.5           9  lwf+04     2.91   +2.91    tc93       2.88e+07 *       *          *                               
995   J1649-3805    lfl+06     345.82 4.19   0.262025692969           7  lfl+06     3.67E-17            14  lfl+06     213.8          5  lfl+06     6.62   6.62     tc93       1.13e+08 *       *          *                               

996   J1649-4349    mlc+01     341.36 0.60   0.87071155949            7  mlc+01     4.4E-17             19  mlc+01     398.6         12  mlc+01     5.56   5.56     tc93       3.14e+08 *       *          *                               
997   J1649-46      kkl+11     339.65 -0.76  *                        0  *          *                    0  *          394           10  kkl+11     5.69   5.69     tc93       *        *       *          RRAT(?)                         
998   J1649-4653    kbm+03     339.02 -1.38  0.55701875796           10  kbm+03     4.974E-14            5  kbm+03     332            4  kbm+03     5.63   5.63     tc93       1.77e+05 *       *          *                               
999   J1649-4729    mlc+01     338.54 -1.76  0.29769219971            5  mlc+01     6.550E-15           16  mlc+01     540.2         18  mlc+01     12.69  12.69    tc93       7.2e+05  *       *          *                               
1000  J1649-5553    ebvb01     332.08 -7.15  0.61357070436            7  ebvb01     1.698E-15           16  ebvb01     180.4         11  ebvb01     14.07  14.07    tc93       5.73e+06 *       *          *                               

1001  J1650-1654    mld+96     2.86   17.23  1.74955174610            4  hlk+04     3.2027E-15           4  hlk+04     43.25         15  hlk+04     2.15   2.15     tc93       8.66e+06 *       *          *                               
1002  J1650-4126    kbm+03     343.29 2.00   0.308917678787           3  kbm+03     1.98E-17             4  kbm+03     251.5          5  kbm+03     5.06   5.06     tc93       2.47e+08 *       *          *                               
1003  J1650-4341    kbm+03     341.62 0.48   0.309398365719           4  kbm+03     1.669E-17           19  kbm+03     673            4  kbm+03     8.11   8.11     tc93       2.94e+08 *       *          *                               
1004  J1650-4502    mlc+01     340.56 -0.35  0.38086979928            5  mlc+01     1.6061E-14          16  mlc+01     319.7          8  mlc+01     5.09   5.09     tc93       3.76e+05 *       *          *                               
1005  J1650-4921    lfl+06     337.25 -3.11  0.1563993674972         10  lfl+06     1.81873E-15         20  lfl+06     229.9          5  lfl+06     5.83   5.83     tc93       1.36e+06 *       *          *                               

1006  B1648-17      mlt+78     2.81   16.88  0.973393691872           5  hlk+04     3.03710E-15          5  hlk+04     33.46          6  hlk+04     1.62   1.62     tc93       5.08e+06 *       *          *                               
1007  B1648-42      mlt+78     342.46 0.92   0.84408066596            9  smd93      4.812E-15            5  smd93      482            3  hfs+04     5.20   6.63     tc93       2.78e+06 *       *          *                               
1008  J1651-4519    kbm+03     340.51 -0.72  0.51744320409           19  kbm+03     8.19E-15            11  kbm+03     562            6  kbm+03     7.29   7.29     tc93       1e+06    *       *          *                               
1009  B1647-52      mlt+78     335.01 -5.17  0.63505597647           12  nmc81      1.812E-15            5  nmc81      179.1          6  nmc81      6.39   6.39     tc93       5.55e+06 *       *          *                               
1010  B1647-528     mlt+78     334.59 -5.51  0.8905339578             4  nmc81      2.070E-15           15  nmc81      164            2  nmc81      5.99   5.99     tc93       6.82e+06 *       *          *                               

1011  J1651-7642    jbo+09     315.15 -19.95 1.75531107981           18  jbo+09     1.363E-15            8  jbo+09     80            10  jbo+09     5.16   +5.16    tc93       2.04e+07 *       *          *                               
1012  J1652-1400    jbo+09     5.60   18.58  0.305447058241           3  jbo+09     0.01758E-15         15  jbo+09     49.5          13  jbo+09     3.10   3.10     tc93       2.75e+08 *       *          *                               
1013  B1649-23      mlt+78     357.32 12.45  1.703739137858           5  hlk+04     3.15876E-15          4  hlk+04     68.41          3  hlk+04     3.10   3.10     tc93       8.55e+06 *       *          *                               
1014  J1652+2651    fcwa95     47.40  36.95  0.91580349720            5  lwf+04     0.6537E-15           1  lwf+04     40.8           2  snt97      2.93   +2.93    tc93       2.22e+07 *       *          *                               
1015  J1652-4406    kkl+11     341.56 -0.09  7.707183007              4  kkl+11     9.5E-15              2  kkl+11     786           10  kkl+11     8.80   8.80     tc93       1.29e+07 *       *          RRAT                            

1016  J1652-48      kek+13     337.95 -3.02  0.0037851238             4  kek+13     *                    0  *          187.8          0  kek+13     4.79   4.79     tc93       *        *       *          *                               
1017  B1650-38      jlm+92     345.88 3.27   0.305037318882           3  jml+95     2.7860E-15           2  jml+95     207.2          2  jml+95     5.12   5.12     tc93       1.73e+06 *       *          *                               
1018  J1653-4030    lfl+06     344.42 2.11   1.01937155664           16  lfl+06     4.4E-16              4  lfl+06     425            8  lfl+06     10.37  10.37    tc93       3.7e+07  *       *          *                               
1019  J1653-4249    mlc+01     342.64 0.63   0.61255824122            5  mlc+01     4.81E-15             3  mlc+01     416.1         11  mlc+01     5.64   5.64     tc93       2.02e+06 *       *          *                               
1020  J1653-4315    kbm+03     342.28 0.38   0.41927974137            9  kbm+03     1.5E-17              4  kbm+03     337            6  kbm+03     5.13   5.13     tc93       4.43e+08 *       *          *                               

1021  J1653-4854    kbm+03     337.94 -3.26  3.0595096022             5  kbm+03     3.45E-15            11  kbm+03     354            6  kbm+03     13.76  13.76    tc93       1.41e+07 *       *          *                               
1022  J1654-23      bb10       357.86 12.55  0.54535972               3  kkl+11     *                    0  *          74.5          25  bb10       3.60   3.60     tc93       *        *       *          RRAT                            
1023  J1654-2713    lml+98     354.97 10.27  0.791822441873          19  hlk+04     1.6759E-16          19  hlk+04     92.31         12  hlk+04     4.08   4.08     tc93       7.49e+07 *       *          *                               
1024  J1654-3710    lfl+06     347.15 4.02   0.93916547876            3  lfl+06     7.35E-16             3  lfl+06     302.0         12  lfl+06     13.15  13.15    tc93       2.03e+07 *       *          *                               
1025  J1654-4140    kbm+03     343.61 1.25   1.27394512577           12  kbm+03     1.3E-16              8  kbm+03     307            3  kbm+03     5.15   5.15     tc93       1.55e+08 *       *          *                               

1026  J1654-4245    kel+09     342.76 0.57   1.1015546927             7  kel+09     51.15E-15            3  kel+09     950            1  kel+09     11.84  11.84    tc93       3.41e+05 *       *          *                               
1027  J1655-3048    ebvb01     352.24 7.88   0.542935874228           9  ebvb01     3.66E-17             9  ebvb01     154.3          3  ebvb01     8.57   8.57     tc93       2.35e+08 *       *          *                               
1028  J1655-3844    eklk13     346.05 2.91   1.19343919921           14  eklk13     2.00E-15             6  eklk13     365           11  eklk13     11.94  11.94    tc93       9.45e+06 *       *          *                               
1029  J1656-3621    lfl+06     348.01 4.25   0.730133707454          16  lfl+06     1.2752E-15          16  lfl+06     229            3  lfl+06     7.60   7.60     tc93       9.07e+06 *       *          *                               
1030  J1657-4432    kbm+03     341.74 -1.01  0.60960714201            4  kbm+03     8.205E-15            5  kbm+03     375.3         16  kbm+03     5.58   5.58     tc93       1.18e+06 *       *          *                               

1031  J1658-4306    kbm+03     342.93 -0.21  1.1664490044             5  kbm+03     4.279E-14            6  kbm+03     845           11  kbm+03     9.59   9.59     tc93       4.32e+05 *       *          *                               
1032  J1658-4958    hfs+04     337.60 -4.55  0.416873770089          11  hfs+04     3.856E-15            7  hfs+04     193.4         13  hfs+04     6.26   6.26     tc93       1.71e+06 *       *          *                               
1033  J1658-5324    kcj+12     334.96 -6.57  0.00244                  0  kcj+12     *                    0  *          30.9           0  kcj+12     1.24   1.24     tc93       *        *       *          HE                              
1034  B1657-13      dtws85     7.51   17.59  0.640958200232           5  hlk+04     6.1770E-16           4  hlk+04     60.37          7  hlk+04     4.85   4.85     tc93       1.64e+07 *       *          *                               
1035  J1659-4316    kbm+03     343.00 -0.55  0.47438143461            3  kbm+03     1.71E-16            10  kbm+03     640.9         20  kbm+03     7.93   7.93     tc93       4.4e+07  *       *          *                               

1036  J1659-4439    kbm+03     341.88 -1.36  0.353293033439          15  kbm+03     2.5E-17              3  kbm+03     535            3  kbm+03     9.18   9.18     tc93       2.24e+08 *       *          *                               
1037  J1700-3312    mld+96     351.06 5.49   1.358307010526          10  hlk+04     4.71283E-15         13  hlk+04     166.97         9  hlk+04     5.64   5.64     tc93       4.57e+06 *       *          *                               
1038  J1700-3611    lfl+06     348.68 3.67   1.49409061528           16  lfl+06     4.324E-15           16  lfl+06     232.7         12  lfl+06     6.48   6.48     tc93       5.47e+06 *       *          *                               
1039  J1700-3919    hfs+04     346.16 1.83   0.560503533065          16  hfs+04     5.0E-18             13  hfs+04     354.3         18  hfs+04     6.34   6.34     tc93       1.77e+09 *       *          *                               
1040  J1700-4012    lfl+06     345.49 1.23   0.283791853785          11  lfl+06     9.9E-17              4  lfl+06     385            4  lfl+06     5.77   5.77     tc93       4.54e+07 *       *          *                               

1041  J1700-4422    kjv+10     342.23 -1.36  0.7555354095             3  bbb+12     0.04E-15             2  bbb+12     410            9  bbb+12     6.44   6.44     tc93       2.99e+08 *       *          *                               
1042  J1700-4939    kbm+03     338.01 -4.54  0.57836343922            4  kbm+03     1.078E-15            7  kbm+03     278            3  kbm+03     14.53  14.53    tc93       8.5e+06  *       *          *                               
1043  J1701-3006A   dlm+01     353.58 7.32   0.0052415662037958      29  lfrj12     -1.301E-19          15  lfrj12     114.9654      84  lfrj12     6.90   4.12     tc93       *        BT      lfrj12     *                               
1044  J1701-3006B   pdm+03     353.57 7.32   0.0035938521270515      34  lfrj12     -3.483E-19          20  lfrj12     115.21        38  lfrj12     6.90   4.02     tc93       *        BT      lfrj12     *                               
1045  J1701-3006C   pdm+03     353.57 7.32   0.0076128487111379      68  lfrj12     -6.413E-20          10  lfrj12     114.5619      69  lfrj12     6.90   4.09     tc93       *        BT      lfrj12     *                               

1046  J1701-3006D   cha03      353.58 7.32   0.0034177704450548      17  lfrj12     1.257E-19           24  lfrj12     14.224        11  lfrj12     6.90   0.74     tc93       4.31e+08 BT      lfrj12     *                               
1047  J1701-3006E   cha03      353.58 7.32   0.0032337373331158      65  lfrj12     3.103E-19           27  lfrj12     113.792       22  lfrj12     6.90   4.04     tc93       1.65e+08 BT      lfrj12     *                               
1048  J1701-3006F   cha03      353.57 7.32   0.0022947270806719      29  lfrj12     2.221E-19           18  lfrj12     113.291       34  lfrj12     6.90   4.01     tc93       1.64e+08 BT      lfrj12     *                               
1049  J1701-3130    ebvb01     352.52 6.38   0.2913414710251         12  ebvb01     5.596E-17           12  ebvb01     130.73         6  ebvb01     4.53   4.53     tc93       8.25e+07 *       *          *                               
1050  B1658-37      jlm+92     347.76 2.83   2.4546091591             2  jml+95     1.1143E-14           7  jml+95     303.4          5  jml+95     7.81   7.81     tc93       3.49e+06 *       *          *                               

1051  B1657-45      jlm+92     341.36 -2.18  0.322908566781           3  jml+95     5.193E-16            2  jml+95     526.0          6  hfs+04     17.39  17.39    tc93       9.85e+06 *       *          *                               
1052  J1701-4958    eklk13     337.84 -4.84  0.80430423739           12  eklk13     0.11E-15             4  eklk13     230            5  eklk13     9.68   9.68     tc93       1.16e+08 *       *          *                               
1053  J1702-3932    kbm+03     346.20 1.40   0.390327976785          19  kbm+03     3.78E-16             5  kbm+03     530            4  kbm+03     9.69   9.69     tc93       1.64e+07 *       *          *                               
1054  J1702-4128    kbm+03     344.74 0.12   0.182135802939           6  kbm+03     5.23448E-14          3  kbm+03     367.1          7  kbm+03     5.18   5.18     tc93       5.51e+04 *       *          *                               
1055  J1702-4217    hfs+04     344.08 -0.33  0.227564958458           7  hfs+04     1.14E-17             6  hfs+04     629            5  hfs+04     7.49   7.49     tc93       3.16e+08 *       *          *                               

1056  J1702-4306    kel+09     343.40 -0.81  0.215507334229           9  kel+09     9.7852E-15          10  kel+09     537            1  kel+09     7.12   7.12     tc93       3.49e+05 *       *          *                               
1057  J1702-4310    kbm+03     343.35 -0.85  0.24052386477            4  kbm+03     2.237763E-13        18  kbm+03     377            3  kbm+03     5.44   5.44     tc93       1.7e+04  *       *          *                               
1058  J1702-4428    kbm+03     342.38 -1.70  2.1235057036             6  kbm+03     3.3E-15              4  kbm+03     395            8  kbm+03     7.05   7.05     tc93       1.02e+07 *       *          *                               
1059  B1700-18      vl72       3.23   13.56  0.8043410792712         12  hlk+04     1.731000E-15        10  hlk+04     49.551        15  hlk+04     2.05   2.05     tc93       7.36e+06 *       *          *                               
1060  B1700-32      dls73      351.79 5.39   1.211785094647           3  hlk+04     6.59829E-16         18  hlk+04     110.306       14  hlk+04     3.31   3.31     tc93       2.91e+07 *       *          *                               

1061  J1703-38      kle+10     347.41 2.04   6.443                    1  kkl+11     *                    0  *          375           12  kkl+11     7.78   7.78     tc93       *        *       *          RRAT                            
1062  J1703-4442    kbm+03     342.23 -1.92  1.74729348943           10  kbm+03     1.4300E-14          19  kbm+03     280.2         19  kbm+03     5.34   5.34     tc93       1.94e+06 *       *          *                               
1063  J1703-4851    mld+96     338.99 -4.51  1.39640107763            5  dsb+98     5.0804E-15           6  dsb+98     150.29         3  dsb+98     4.50   4.50     tc93       4.35e+06 *       *          *                               
1064  B1659-60      mlt+78     329.76 -11.37 0.3063230254             5  nmc81      9.1E-16              2  nmc81      54             5  nmc81      1.89   1.89     tc93       5.33e+06 *       *          *                               
1065  B1702-19      mlt+78     3.19   13.03  0.2989874273426         17  hlk+04     4.137877E-15        10  hlk+04     22.907         3  hlk+04     1.18   1.18     tc93       1.14e+06 *       *          *                               

1066  J1705-3423    mld+96     350.72 3.97   0.255426483601           7  ywml10     1.0762E-15           6  ywml10     146.36        10  hlk+04     3.75   3.75     tc93       3.76e+06 *       *          *                               
